ALL-RIGHTS-RESERVED,All rights reserved,https://en.wikipedia.org/wiki/All_rights_reserved,,,
CC BY 2.5 AU,Creative Commons Attribution (Australia),https://creativecommons.org/licenses/by/2.5/au/,https://licensebuttons.net/l/by/2.5/88x31.png,,
CC BY 3.0,Creative Commons Attribution (International),https://creativecommons.org/licenses/by/3.0/,https://licensebuttons.net/l/by/3.0/88x31.png,,
CC BY 3.0,Creative Commons Attribution (International),https://creativecommons.org/licenses/by/3.0/,https://licensebuttons.net/l/by/3.0/88x31.png,,
CC BY 3.0 AU,Creative Commons Attribution (Australia),https://creativecommons.org/licenses/by/3.0/au/,https://licensebuttons.net/l/by/3.0/88x31.png,,
CC BY 3.0 NZ,Creative Commons Attribution 3.0 (New Zealand),http://creativecommons.org/licenses/by/3.0/nz/,https://licensebuttons.net/l/by/2.5/88x31.png,,
CC BY 4.0,Creative Commons Attribution (International),https://creativecommons.org/licenses/by/4.0/,https://licensebuttons.net/l/by/4.0/88x31.png,,
CC BY 4.0,Creative Commons Attribution (International),https://creativecommons.org/licenses/by/4.0/,https://licensebuttons.net/l/by/4.0/88x31.png,,
CC BY 4.0 AU,Creative Commons Attribution (Australia),https://creativecommons.org/licenses/by/4.0/au/,https://licensebuttons.net/l/by/4.0/88x31.png,,
CC BY-NC 2.5,Creative Commons Attribution-Noncommercial (International),https://creativecommons.org/licenses/by-nc/2.5/,https://licensebuttons.net/l/by-nc/2.5/88x31.png,,
CC BY-NC 2.5,Creative Commons Attribution-Noncommercial (International),https://creativecommons.org/licenses/by-nc/2.5/,https://licensebuttons.net/l/by-nc/4.0/88x31.png,,
CC BY-NC 3.0,Creative Commons Attribution-Noncommercial (International),https://creativecommons.org/licenses/by-nc/3.0/,https://licensebuttons.net/l/by-nc/3.0/88x31.png,,
CC BY-NC 3.0 AU,Creative Commons Attribution-Noncommercial (Australia),https://creativecommons.org/licenses/by-nc/3.0/au/,https://licensebuttons.net/l/by-nc/3.0/au/88x31.png,,
CC BY-NC 4.0,Creative Commons Attribution-Noncommercial (International),https://creativecommons.org/licenses/by-nc/4.0/,https://licensebuttons.net/l/by-nc/3.0/88x31.png,,
CC BY-NC-ND 4.0,Attribution-NonCommercial-NoDerivatives,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://licensebuttons.net/l/by-nc-nd/4.0/88x31.png,,
CC BY-NC-SA 3.0,Creative Commons Attribution-Noncommercial-Share Alike (International),https://creativecommons.org/licenses/by-nc-sa/3.0/,https://licensebuttons.net/l/by-nc-sa/3.0/88x31.png,,
CC BY-NC-SA 3.0 AU,Attribution-NonCommercial-ShareAlike 3.0 Australia,https://creativecommons.org/licenses/by-nc-sa/3.0/au/,https://licensebuttons.net/l/by-nc-sa/3.0/88x31.png,,
CC BY-NC-SA 4.0,Attribution-NonCommercial-ShareAlike 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://licensebuttons.net/l/by-nc-sa/4.0/88x31.png,,
CC BY-ND 4.0,Attribution-NoDerivatives 4.0 ,https://creativecommons.org/licenses/by-nd/4.0/,https://licensebuttons.net/l/by-nd/4.0/88x31.png,,
CC BY-SA 3.0,Creative Commons Attribution-Share Alike (International),https://creativecommons.org/licenses/by-sa/3.0/,https://licensebuttons.net/l/by-sa/3.0/88x31.png,,
CC BY-SA 4.0,Attribution-ShareAlike 4.0,https://creativecommons.org/licenses/by-sa/4.0/,https://licensebuttons.net/l/by-sa/4.0/88x31.png,,
CC0 1.0,Creative Commons Zero,https://creativecommons.org/publicdomain/zero/1.0/,https://licensebuttons.net/l/zero/1.0/88x31.png,,
PUBLIC-DOMAIN,Public Domain,https://wiki.creativecommons.org/wiki/public_domain,https://licensebuttons.net/l/publicdomain/88x31.png,,